time,position_x,position_y,position_z,quaternion_x,quaternion_y,quaternion_z,quaternion_w,joint_LW_J_Pitch,joint_RW_J_Pitch,joint_LW_J_Flap,joint_RW_J_Flap
7.1,0,0,0,0,0,0,1,1.46307,4.27019,-1.74758,4.19804
7.15,0,0,0,0,0,0,1,1.33376,4.17724,-1.88265,4.10606
7.2,0,0,0,0,0,0,1,1.27772,5.78985,-1.93356,5.73808
7.25,0,0,0,0,0,0,1,1.26109,8.08442,-1.95373,8.04729
7.3,0,0,0,0,0,0,1,1.5951,10.1152,-1.61732,10.076
7.35,0,0,0,0,0,0,1,1.84448,11.6764,-1.35732,11.6581
7.4,0,0,0,0,0,0,1,2.04231,11.299,-1.15178,11.313
7.45,0,0,0,0,0,0,1,2.09015,9.94273,-1.09117,9.96898
7.5,0,0,0,0,0,0,1,1.93787,7.56888,-1.23472,7.59613
7.55,0,0,0,0,0,0,1,1.95268,5.11918,-1.20831,5.14521
7.6,0,0,0,0,0,0,1,1.77036,4.29947,-1.37701,4.32938
7.65,0,0,0,0,0,0,1,1.60185,4.33753,-1.53406,4.36598
7.7,0,0,0,0,0,0,1,1.46928,6.09775,-1.65918,6.12792
7.75,0,0,0,0,0,0,1,1.43281,8.35965,-1.682,8.38931
7.8,0,0,0,0,0,0,1,1.71138,10.3766,-1.39515,10.4068
7.85,0,0,0,0,0,0,1,1.86979,11.8361,-1.23374,11.8648
7.9,0,0,0,0,0,0,1,2.00465,11.3264,-1.09311,11.3497
7.95,0,0,0,0,0,0,1,1.98255,9.90749,-1.11028,9.93455
8,0,0,0,0,0,0,1,1.77216,7.4923,-1.32343,7.51919
8.05,0,0,0,0,0,0,1,1.73458,5.09846,-1.36264,5.12345
8.1,0,0,0,0,0,0,1,1.51893,4.34387,-1.57996,4.3736
8.15,0,0,0,0,0,0,1,1.33233,4.45503,-1.77165,4.48706
8.2,0,0,0,0,0,0,1,1.17667,6.28035,-1.93739,6.31754
8.25,0,0,0,0,0,0,1,1.16906,8.51497,-1.94672,8.55204
8.3,0,0,0,0,0,0,1,1.45908,10.4982,-1.66517,10.5343
8.35,0,0,0,0,0,0,1,1.63112,11.835,-1.50457,11.8693
8.4,0,0,0,0,0,0,1,1.78998,11.2268,-1.35176,11.252
8.45,0,0,0,0,0,0,1,1.77872,9.71941,-1.36791,9.74666
8.5,0,0,0,0,0,0,1,1.62522,7.27022,-1.53193,7.29551
8.55,0,0,0,0,0,0,1,1.6237,5.14687,-1.53894,5.17087
8.6,0,0,0,0,0,0,1,1.47602,4.6015,-1.69011,4.63082
8.65,0,0,0,0,0,0,1,1.35674,4.98834,-1.8145,4.99491
8.7,0,0,0,0,0,0,1,1.2256,6.98807,-1.94934,6.98219
8.75,0,0,0,0,0,0,1,1.39088,9.1997,-1.7863,9.20324
8.8,0,0,0,0,0,0,1,1.69006,11.0862,-1.48773,11.0934
8.85,0,0,0,0,0,0,1,1.86547,11.9826,-1.31141,11.989
8.9,0,0,0,0,0,0,1,2.0338,11.0966,-1.14012,11.1017
8.95,0,0,0,0,0,0,1,1.96674,9.29604,-1.20203,9.31586
9,0,0,0,0,0,0,1,1.85278,6.76055,-1.3155,6.78611
9.05,0,0,0,0,0,0,1,1.79727,4.87618,-1.36457,4.90136
9.1,0,0,0,0,0,0,1,1.61279,4.42325,-1.54267,4.45241
9.15,0,0,0,0,0,0,1,1.4742,5.09852,-1.67727,5.1303
9.2,0,0,0,0,0,0,1,1.3141,7.2314,-1.83187,7.26378
9.25,0,0,0,0,0,0,1,1.48387,9.39747,-1.64946,9.45173
9.3,0,0,0,0,0,0,1,1.73149,11.2288,-1.40197,11.2816
9.35,0,0,0,0,0,0,1,1.87246,11.8678,-1.25781,11.9576
9.4,0,0,0,0,0,0,1,1.98584,10.893,-1.13046,10.9897
9.45,0,0,0,0,0,0,1,1.84686,8.96125,-1.25411,9.09529
9.5,0,0,0,0,0,0,1,1.75017,6.40329,-1.36961,6.54354
9.55,0,0,0,0,0,0,1,1.64464,4.79855,-1.46391,4.93127
9.6,0,0,0,0,0,0,1,1.44981,4.43336,-1.65507,4.57514
9.65,0,0,0,0,0,0,1,1.30969,5.33293,-1.80719,5.47067
9.7,0,0,0,0,0,0,1,1.16485,7.5218,-1.9503,7.63952
9.75,0,0,0,0,0,0,1,1.38571,9.67007,-1.72037,9.80552
9.8,0,0,0,0,0,0,1,1.62139,11.4535,-1.50741,11.5804
9.85,0,0,0,0,0,0,1,1.78173,11.8141,-1.35412,11.9253
9.9,0,0,0,0,0,0,1,1.89972,10.7564,-1.23316,10.8613
9.95,0,0,0,0,0,0,1,1.75222,8.67173,-1.38045,8.80641
10,0,0,0,0,0,0,1,1.71483,6.07632,-1.44489,6.216
10.05,0,0,0,0,0,0,1,1.6033,4.68489,-1.54987,4.7749
10.1,0,0,0,0,0,0,1,1.43051,4.37236,-1.72498,4.45653
10.15,0,0,0,0,0,0,1,1.31844,5.43908,-1.8478,5.51982
10.2,0,0,0,0,0,0,1,1.20769,7.66759,-1.95745,7.73714
10.25,0,0,0,0,0,0,1,1.52003,10.2963,-1.64239,10.3734
10.3,0,0,0,0,0,0,1,1.67381,13.0262,-1.49921,13.1025
10.35,0,0,0,0,0,0,1,1.92725,14.3686,-1.2379,14.4487
10.4,0,0,0,0,0,0,1,2.20409,14.6653,-0.957512,14.7475
10.45,0,0,0,0,0,0,1,2.37888,13.4407,-0.788548,13.5122
10.5,0,0,0,0,0,0,1,2.54208,11.1616,-0.620585,11.2199
10.55,0,0,0,0,0,0,1,2.31499,9.08233,-0.840331,9.14818
10.6,0,0,0,0,0,0,1,2.07526,7.34386,-1.08701,7.40528
10.65,0,0,0,0,0,0,1,1.88257,7.29756,-1.27729,7.34659
10.7,0,0,0,0,0,0,1,1.75395,8.44568,-1.39947,8.48967
10.75,0,0,0,0,0,0,1,1.86011,10.6953,-1.29225,10.7357
10.8,0,0,0,0,0,0,1,1.7702,13.2942,-1.38259,13.3311
10.85,0,0,0,0,0,0,1,1.83445,14.4003,-1.31212,14.4434
10.9,0,0,0,0,0,0,1,1.90959,14.6174,-1.23282,14.6727
10.95,0,0,0,0,0,0,1,1.91109,13.2184,-1.23654,13.3078
11,0,0,0,0,0,0,1,1.89614,10.9362,-1.24252,11.0238
11.05,0,0,0,0,0,0,1,1.52425,8.89194,-1.60454,8.9927
11.1,0,0,0,0,0,0,1,1.21393,7.22903,-1.92553,7.32434
11.15,0,0,0,0,0,0,1,0.970312,7.43748,-2.16479,7.52431
11.2,0,0,0,0,0,0,1,0.859809,8.70229,-2.26448,8.80094
11.25,0,0,0,0,0,0,1,0.991398,11.0308,-2.13916,11.1277
11.3,0,0,0,0,0,0,1,0.951388,13.5821,-2.1803,13.6721
11.35,0,0,0,0,0,0,1,1.122,14.5563,-2.00081,14.6507
11.4,0,0,0,0,0,0,1,1.30431,14.661,-1.81688,14.7487
11.45,0,0,0,0,0,0,1,1.4335,13.0602,-1.69691,13.1334
11.5,0,0,0,0,0,0,1,1.53786,10.7771,-1.58667,10.831
11.55,0,0,0,0,0,0,1,1.3008,8.73287,-1.82355,8.78122
11.6,0,0,0,0,0,0,1,1.15444,7.14489,-1.97807,7.18788
11.65,0,0,0,0,0,0,1,1.05834,7.49027,-2.07537,7.52823
11.7,0,0,0,0,0,0,1,1.09976,8.81638,-2.03309,8.85353
11.75,0,0,0,0,0,0,1,1.3517,11.1775,-1.7878,11.2041
11.8,0,0,0,0,0,0,1,1.41719,13.669,-1.72576,13.6918
11.85,0,0,0,0,0,0,1,1.66576,14.5413,-1.47815,14.5688
11.9,0,0,0,0,0,0,1,1.89192,14.5526,-1.25438,14.5818
11.95,0,0,0,0,0,0,1,2.05821,12.844,-1.09431,12.8775
12,0,0,0,0,0,0,1,2.13144,10.5736,-1.01942,10.6054
12.05,0,0,0,0,0,0,1,1.86069,8.55721,-1.29168,8.58946
12.1,0,0,0,0,0,0,1,1.68221,7.07751,-1.47404,7.08328
12.15,0,0,0,0,0,0,1,1.52102,7.54763,-1.63511,7.51555
12.2,0,0,0,0,0,0,1,1.50051,8.95079,-1.66074,8.89773
12.25,0,0,0,0,0,0,1,1.65384,11.3638,-1.50117,11.3073
12.3,0,0,0,0,0,0,1,1.6274,13.7704,-1.52683,13.7177
